Lea State,LEA,ID,Year,Category,Allegations,American Indian or Alaska Native,Asian or Pacific Islander,Asian,Hawaiian/ Pacific Islander,Hispanic,Black,White,Two or more races,Total,SWD (IDEA-Eligible),SWD (Section 504 only),LEP
UT,UTAH CONNECTIONS ACADEMY,4900151,2011,Disciplined for harassment or bullying on basis of disability,,0,,0,0,0,0,0,0,0,0,0,0
UT,UTAH CONNECTIONS ACADEMY,4900151,2011,Students reported to have been harassed or bullied on basis of disability,,0,,0,0,0,0,0,0,0,0,0,0
UT,UTAH CONNECTIONS ACADEMY,4900151,2011,Total enrollment,,4,,7,4,16,7,232,16,286,32,13,0
UT,BEAR RIVER CHARTER SCHOOL,4900146,2011,Allegations - basis of disability,0,,,,,,,,,,,,
UT,BEAR RIVER CHARTER SCHOOL,4900146,2011,Disciplined for harassment or bullying on basis of disability,,0,,0,0,0,0,0,0,0,0,0,0
UT,BEAR RIVER CHARTER SCHOOL,4900146,2011,Students reported to have been harassed or bullied on basis of disability,,0,,0,0,0,0,0,0,0,0,0,0
UT,BEAR RIVER CHARTER SCHOOL,4900146,2011,Total enrollment,,2,,10,2,10,2,157,4,187,23,4,0
UT,THOMAS EDISON - NORTH,4900015,2011,Allegations - basis of disability,0,,,,,,,,,,,,
UT,THOMAS EDISON - NORTH,4900015,2011,Disciplined for harassment or bullying on basis of disability,,0,,0,0,0,0,0,0,0,0,0,0
UT,THOMAS EDISON - NORTH,4900015,2011,Students reported to have been harassed or bullied on basis of disability,,0,,0,0,0,0,0,0,0,0,0,0
UT,THOMAS EDISON - NORTH,4900015,2011,Total enrollment,,8,,38,23,143,11,965,0,1188,130,0,0
UT,OGDEN PREPARATORY ACADEMY,4900058,2015,Allegations - basis of disability,2,,,,,,,,,,,,
UT,OGDEN PREPARATORY ACADEMY,4900058,2015,Disciplined for harassment or bullying on basis of disability,,0,,0,0,2,0,0,0,2,0,0,0
UT,OGDEN PREPARATORY ACADEMY,4900058,2015,Students reported to have been harassed or bullied on basis of disability,,0,,0,0,0,0,2,0,2,0,0,0
UT,OGDEN PREPARATORY ACADEMY,4900058,2015,Total enrollment,,4,,13,5,517,22,511,22,1094,116,31,145
UT,GOOD FOUNDATIONS ACADEMY,4900147,2015,Allegations - basis of disability,0,,,,,,,,,,,,
UT,GOOD FOUNDATIONS ACADEMY,4900147,2015,Disciplined for harassment or bullying on basis of disability,,0,,0,0,0,0,0,0,0,0,0,0
UT,GOOD FOUNDATIONS ACADEMY,4900147,2015,Students reported to have been harassed or bullied on basis of disability,,0,,0,0,0,0,0,0,0,0,0,0
UT,GOOD FOUNDATIONS ACADEMY,4900147,2015,Total enrollment,,4,,10,10,40,16,328,0,408,68,25,16
UT,LEADERSHIP LEARNING ACADEMY,4900162,2015,Allegations - basis of disability,0,,,,,,,,,,,,
UT,LEADERSHIP LEARNING ACADEMY,4900162,2015,Disciplined for harassment or bullying on basis of disability,,0,,0,0,0,0,0,0,0,0,0,0
UT,LEADERSHIP LEARNING ACADEMY,4900162,2015,Students reported to have been harassed or bullied on basis of disability,,0,,0,0,0,0,0,0,0,0,0,0
UT,LEADERSHIP LEARNING ACADEMY,4900162,2015,Total enrollment,,2,,7,7,73,13,421,34,557,74,0,28
UT,VENTURE ACADEMY,4900133,2015,Allegations - basis of disability,0,,,,,,,,,,,,
UT,VENTURE ACADEMY,4900133,2015,Disciplined for harassment or bullying on basis of disability,,0,,0,0,0,0,0,0,0,0,0,0
UT,VENTURE ACADEMY,4900133,2015,Students reported to have been harassed or bullied on basis of disability,,0,,0,0,0,0,0,0,0,0,0,0
UT,VENTURE ACADEMY,4900133,2015,Total enrollment,,4,,4,2,76,4,688,19,797,119,34,10
UT,EARLY LIGHT ACADEMY AT DAYBREAK,4900140,2015,Allegations - basis of disability,1,,,,,,,,,,,,
UT,EARLY LIGHT ACADEMY AT DAYBREAK,4900140,2015,Disciplined for harassment or bullying on basis of disability,,0,,0,0,0,0,2,0,2,0,0,0
UT,EARLY LIGHT ACADEMY AT DAYBREAK,4900140,2015,Students reported to have been harassed or bullied on basis of disability,,0,,0,0,0,0,2,0,2,0,0,0
UT,EARLY LIGHT ACADEMY AT DAYBREAK,4900140,2015,Total enrollment,,2,,19,10,76,7,847,31,992,152,25,0
UT,WAYNE DISTRICT,4901170,2015,Allegations - basis of disability,0,,,,,,,,,,,,
UT,WAYNE DISTRICT,4901170,2015,Disciplined for harassment or bullying on basis of disability,,0,,0,0,0,0,0,0,0,0,0,0
UT,WAYNE DISTRICT,4901170,2015,Students reported to have been harassed or bullied on basis of disability,,0,,0,0,0,0,0,0,0,0,0,0
UT,WAYNE DISTRICT,4901170,2015,Total enrollment,,8,,10,8,20,2,463,2,513,70,0,8
UT,NO UT ACAD FOR MATH ENGINEERING & SCIENCE (NUAMES),4900063,2015,Allegations - basis of disability,0,,,,,,,,,,,,
UT,NO UT ACAD FOR MATH ENGINEERING & SCIENCE (NUAMES),4900063,2015,Disciplined for harassment or bullying on basis of disability,,0,,0,0,0,0,0,0,0,0,0,0
UT,NO UT ACAD FOR MATH ENGINEERING & SCIENCE (NUAMES),4900063,2015,Students reported to have been harassed or bullied on basis of disability,,0,,0,0,0,0,0,0,0,0,0,0
UT,NO UT ACAD FOR MATH ENGINEERING & SCIENCE (NUAMES),4900063,2015,Total enrollment,,7,,22,7,70,7,607,22,742,20,22,2
UT,GEORGE WASHINGTON ACADEMY,4900046,2015,Allegations - basis of disability,0,,,,,,,,,,,,
UT,GEORGE WASHINGTON ACADEMY,4900046,2015,Disciplined for harassment or bullying on basis of disability,,0,,0,0,0,0,0,0,0,0,0,0
UT,GEORGE WASHINGTON ACADEMY,4900046,2015,Students reported to have been harassed or bullied on basis of disability,,0,,0,0,0,0,0,0,0,0,0,0
UT,GEORGE WASHINGTON ACADEMY,4900046,2015,Total enrollment,,2,,25,13,61,10,877,34,1022,89,0,5
UT,MOUNTAINVILLE ACADEMY,4900051,2013,Allegations - basis of disability,0,,,,,,,,,,,,
UT,MOUNTAINVILLE ACADEMY,4900051,2013,Disciplined for harassment or bullying on basis of disability,,0,,0,0,0,0,0,0,0,0,0,0
UT,MOUNTAINVILLE ACADEMY,4900051,2013,Students reported to have been harassed or bullied on basis of disability,,0,,0,0,0,0,0,0,0,0,0,0
UT,MOUNTAINVILLE ACADEMY,4900051,2013,Total enrollment,,2,,16,2,43,7,658,22,750,83,7,0
UT,NORTH DAVIS PREPARATORY ACADEMY,4900068,2013,Allegations - basis of disability,0,,,,,,,,,,,,
UT,NORTH DAVIS PREPARATORY ACADEMY,4900068,2013,Disciplined for harassment or bullying on basis of disability,,0,,0,0,0,0,0,0,0,0,0,0
UT,NORTH DAVIS PREPARATORY ACADEMY,4900068,2013,Students reported to have been harassed or bullied on basis of disability,,0,,0,0,0,0,0,0,0,0,0,0
UT,NORTH DAVIS PREPARATORY ACADEMY,4900068,2013,Total enrollment,,4,,13,10,178,28,742,31,1006,80,0,7
UT,HAWTHORN ACADEMY,4900137,2013,Allegations - basis of disability,1,,,,,,,,,,,,
UT,HAWTHORN ACADEMY,4900137,2013,Disciplined for harassment or bullying on basis of disability,,0,,0,0,0,0,2,0,2,0,0,0
UT,HAWTHORN ACADEMY,4900137,2013,Students reported to have been harassed or bullied on basis of disability,,0,,0,0,0,0,2,0,2,2,0,0
UT,HAWTHORN ACADEMY,4900137,2013,Total enrollment,,0,,28,7,76,7,676,16,810,107,0,4
UT,BOX ELDER DISTRICT,4900090,2013,Allegations - basis of disability,0,,,,,,,,,,,,
UT,BOX ELDER DISTRICT,4900090,2013,Disciplined for harassment or bullying on basis of disability,,0,,0,0,0,0,0,0,0,0,0,0
UT,BOX ELDER DISTRICT,4900090,2013,Students reported to have been harassed or bullied on basis of disability,,0,,0,0,0,0,0,0,0,0,0,0
UT,BOX ELDER DISTRICT,4900090,2013,Total enrollment,,95,,78,54,1112,80,9834,108,11361,1631,26,349
UT,NO UT ACAD FOR MATH ENGINEERING & SCIENCE (NUAMES),4900063,2013,Allegations - basis of disability,0,,,,,,,,,,,,
UT,NO UT ACAD FOR MATH ENGINEERING & SCIENCE (NUAMES),4900063,2013,Disciplined for harassment or bullying on basis of disability,,0,,0,0,0,0,0,0,0,0,0,0
UT,NO UT ACAD FOR MATH ENGINEERING & SCIENCE (NUAMES),4900063,2013,Students reported to have been harassed or bullied on basis of disability,,0,,0,0,0,0,0,0,0,0,0,0
UT,NO UT ACAD FOR MATH ENGINEERING & SCIENCE (NUAMES),4900063,2013,Total enrollment,,4,,13,4,58,2,454,13,548,10,7,4
UT,UTAH VIRTUAL ACADEMY,4900130,2013,Allegations - basis of disability,0,,,,,,,,,,,,
UT,UTAH VIRTUAL ACADEMY,4900130,2013,Disciplined for harassment or bullying on basis of disability,,0,,0,0,0,0,0,0,0,0,0,0
UT,UTAH VIRTUAL ACADEMY,4900130,2013,Students reported to have been harassed or bullied on basis of disability,,0,,0,0,0,0,0,0,0,0,0,0
UT,UTAH VIRTUAL ACADEMY,4900130,2013,Total enrollment,,19,,28,22,121,46,1834,13,2083,302,25,4
UT,MARIA MONTESSORI ACADEMY,4900144,2013,Allegations - basis of disability,0,,,,,,,,,,,,
UT,MARIA MONTESSORI ACADEMY,4900144,2013,Disciplined for harassment or bullying on basis of disability,,0,,0,0,0,0,0,0,0,0,0,0
UT,MARIA MONTESSORI ACADEMY,4900144,2013,Students reported to have been harassed or bullied on basis of disability,,0,,0,0,0,0,0,0,0,0,0,0
UT,MARIA MONTESSORI ACADEMY,4900144,2013,Total enrollment,,0,,7,4,58,4,460,13,546,104,0,0
UT,GUADALUPE SCHOOL,4900072,2015,Allegations - basis of disability,0,,,,,,,,,,,,
UT,GUADALUPE SCHOOL,4900072,2015,Disciplined for harassment or bullying on basis of disability,,0,,0,0,0,0,0,0,0,0,0,0
UT,GUADALUPE SCHOOL,4900072,2015,Students reported to have been harassed or bullied on basis of disability,,0,,0,0,0,0,0,0,0,0,0,0
UT,GUADALUPE SCHOOL,4900072,2015,Total enrollment,,0,,0,4,268,7,19,2,300,20,0,196
UT,WASHINGTON DISTRICT,4901140,2015,Allegations - basis of disability,0,,,,,,,,,,,,
UT,WASHINGTON DISTRICT,4901140,2015,Disciplined for harassment or bullying on basis of disability,,0,,0,0,0,0,0,0,0,0,0,0
UT,WASHINGTON DISTRICT,4901140,2015,Students reported to have been harassed or bullied on basis of disability,,0,,0,0,0,0,0,0,0,0,0,0
UT,WASHINGTON DISTRICT,4901140,2015,Total enrollment,,0,,225,482,3914,245,22587,930,28383,3989,264,1638
UT,PIUTE DISTRICT,4900780,2015,Allegations - basis of disability,0,,,,,,,,,,,,
UT,PIUTE DISTRICT,4900780,2015,Disciplined for harassment or bullying on basis of disability,,0,,0,0,0,0,0,0,0,0,0,0
UT,PIUTE DISTRICT,4900780,2015,Students reported to have been harassed or bullied on basis of disability,,0,,0,0,0,0,0,0,0,0,0,0
UT,PIUTE DISTRICT,4900780,2015,Total enrollment,,4,,2,0,48,6,260,4,324,90,0,6
UT,NOAH WEBSTER ACADEMY,4900048,2015,Allegations - basis of disability,0,,,,,,,,,,,,
UT,NOAH WEBSTER ACADEMY,4900048,2015,Disciplined for harassment or bullying on basis of disability,,0,,0,0,0,0,0,0,0,0,0,0
UT,NOAH WEBSTER ACADEMY,4900048,2015,Students reported to have been harassed or bullied on basis of disability,,0,,0,0,0,0,0,0,0,0,0,0
UT,NOAH WEBSTER ACADEMY,4900048,2015,Total enrollment,,4,,19,4,169,10,370,7,583,47,4,40
UT,DAVINCI ACADEMY,4900065,2015,Allegations - basis of disability,2,,,,,,,,,,,,
UT,DAVINCI ACADEMY,4900065,2015,Disciplined for harassment or bullying on basis of disability,,0,,0,0,0,0,2,0,2,0,0,0
UT,DAVINCI ACADEMY,4900065,2015,Students reported to have been harassed or bullied on basis of disability,,0,,0,0,0,0,2,0,2,0,0,0
UT,DAVINCI ACADEMY,4900065,2015,Total enrollment,,2,,10,4,163,10,859,31,1079,89,19,19
UT,VISTA AT ENTRADA SCHOOL OF PERFORMING ARTS AND TECHNOLOGY,4900141,2015,Allegations - basis of disability,0,,,,,,,,,,,,
UT,VISTA AT ENTRADA SCHOOL OF PERFORMING ARTS AND TECHNOLOGY,4900141,2015,Disciplined for harassment or bullying on basis of disability,,0,,0,0,0,0,0,0,0,0,0,0
UT,VISTA AT ENTRADA SCHOOL OF PERFORMING ARTS AND TECHNOLOGY,4900141,2015,Students reported to have been harassed or bullied on basis of disability,,0,,0,0,0,0,0,0,0,0,0,0
UT,VISTA AT ENTRADA SCHOOL OF PERFORMING ARTS AND TECHNOLOGY,4900141,2015,Total enrollment,,10,,0,7,88,10,751,28,894,104,7,4
UT,HIGHMARK CHARTER SCHOOL,4900156,2015,Allegations - basis of disability,0,,,,,,,,,,,,
UT,HIGHMARK CHARTER SCHOOL,4900156,2015,Disciplined for harassment or bullying on basis of disability,,0,,0,0,0,0,0,0,0,0,0,0
UT,HIGHMARK CHARTER SCHOOL,4900156,2015,Students reported to have been harassed or bullied on basis of disability,,0,,0,0,0,0,0,0,0,0,0,0
UT,HIGHMARK CHARTER SCHOOL,4900156,2015,Total enrollment,,4,,7,0,49,7,568,40,675,80,46,0
UT,SALT LAKE ARTS ACADEMY,4900018,2013,Allegations - basis of disability,1,,,,,,,,,,,,
UT,SALT LAKE ARTS ACADEMY,4900018,2013,Disciplined for harassment or bullying on basis of disability,,0,,0,0,0,0,2,0,2,0,0,0
UT,SALT LAKE ARTS ACADEMY,4900018,2013,Students reported to have been harassed or bullied on basis of disability,,0,,0,0,0,0,2,0,2,0,0,0
UT,SALT LAKE ARTS ACADEMY,4900018,2013,Total enrollment,,2,,19,2,28,10,322,4,387,17,4,2
UT,JORDAN DISTRICT,4900420,2013,Allegations - basis of disability,0,,,,,,,,,,,,
UT,JORDAN DISTRICT,4900420,2013,Disciplined for harassment or bullying on basis of disability,,0,,0,0,0,0,0,0,0,0,0,0
UT,JORDAN DISTRICT,4900420,2013,Students reported to have been harassed or bullied on basis of disability,,0,,0,0,0,0,0,0,0,0,0,0
UT,JORDAN DISTRICT,4900420,2013,Total enrollment,,246,,901,847,6947,563,42163,1673,53340,6809,139,1543
UT,SPECTRUM ACADEMY,4900042,2013,Allegations - basis of disability,3,,,,,,,,,,,,
UT,SPECTRUM ACADEMY,4900042,2013,Disciplined for harassment or bullying on basis of disability,,0,,0,0,0,0,2,0,2,2,0,0
UT,SPECTRUM ACADEMY,4900042,2013,Students reported to have been harassed or bullied on basis of disability,,0,,0,0,0,0,2,0,2,2,0,0
UT,SPECTRUM ACADEMY,4900042,2013,Total enrollment,,2,,2,2,34,7,478,19,544,452,0,0
UT,OGDEN PREPARATORY ACADEMY,4900058,2013,Allegations - basis of disability,0,,,,,,,,,,,,
UT,OGDEN PREPARATORY ACADEMY,4900058,2013,Disciplined for harassment or bullying on basis of disability,,0,,0,0,0,0,0,0,0,0,0,0
UT,OGDEN PREPARATORY ACADEMY,4900058,2013,Students reported to have been harassed or bullied on basis of disability,,0,,0,0,0,0,0,0,0,0,0,0
UT,OGDEN PREPARATORY ACADEMY,4900058,2013,Total enrollment,,2,,13,7,442,19,532,25,1040,113,4,103
UT,SOUTH SUMMIT DISTRICT,4900990,2013,Allegations - basis of disability,0,,,,,,,,,,,,
UT,SOUTH SUMMIT DISTRICT,4900990,2013,Disciplined for harassment or bullying on basis of disability,,0,,0,0,0,0,0,0,0,0,0,0
UT,SOUTH SUMMIT DISTRICT,4900990,2013,Students reported to have been harassed or bullied on basis of disability,,0,,0,0,0,0,0,0,0,0,0,0
UT,SOUTH SUMMIT DISTRICT,4900990,2013,Total enrollment,,0,,2,2,208,6,1291,21,1530,196,4,60
UT,GATEWAY PREPARATORY ACADEMY,4900122,2013,Allegations - basis of disability,0,,,,,,,,,,,,
UT,GATEWAY PREPARATORY ACADEMY,4900122,2013,Disciplined for harassment or bullying on basis of disability,,0,,0,0,0,0,0,0,0,0,0,0
UT,GATEWAY PREPARATORY ACADEMY,4900122,2013,Students reported to have been harassed or bullied on basis of disability,,0,,0,0,0,0,0,0,0,0,0,0
UT,GATEWAY PREPARATORY ACADEMY,4900122,2013,Total enrollment,,13,,16,10,31,10,550,19,649,125,2,4
UT,SUMMIT ACADEMY,4900066,2013,Allegations - basis of disability,1,,,,,,,,,,,,
UT,SUMMIT ACADEMY,4900066,2013,Disciplined for harassment or bullying on basis of disability,,0,,0,0,0,0,0,2,2,0,0,0
UT,SUMMIT ACADEMY,4900066,2013,Students reported to have been harassed or bullied on basis of disability,,0,,0,0,0,0,2,0,2,2,0,0
UT,SUMMIT ACADEMY,4900066,2013,Total enrollment,,4,,22,2,37,4,916,13,998,86,2,0
UT,MOUNTAIN HEIGHTS ACADEMY,4900138,2013,Allegations - basis of disability,0,,,,,,,,,,,,
UT,MOUNTAIN HEIGHTS ACADEMY,4900138,2013,Disciplined for harassment or bullying on basis of disability,,0,,0,0,0,0,0,0,0,0,0,0
UT,MOUNTAIN HEIGHTS ACADEMY,4900138,2013,Students reported to have been harassed or bullied on basis of disability,,0,,0,0,0,0,0,0,0,0,0,0
UT,MOUNTAIN HEIGHTS ACADEMY,4900138,2013,Total enrollment,,0,,0,0,25,2,334,13,374,41,34,0
UT,CARBON DISTRICT,4900150,2013,Allegations - basis of disability,0,,,,,,,,,,,,
UT,CARBON DISTRICT,4900150,2013,Disciplined for harassment or bullying on basis of disability,,0,,0,0,0,0,0,0,0,0,0,0
UT,CARBON DISTRICT,4900150,2013,Students reported to have been harassed or bullied on basis of disability,,0,,0,0,0,0,0,0,0,0,0,0
UT,CARBON DISTRICT,4900150,2013,Total enrollment,,33,,17,8,451,18,2983,23,3533,680,6,79
UT,JOHN HANCOCK CHARTER SCHOOL,4900014,2013,Allegations - basis of disability,0,,,,,,,,,,,,
UT,JOHN HANCOCK CHARTER SCHOOL,4900014,2013,Disciplined for harassment or bullying on basis of disability,,0,,0,0,0,0,0,0,0,0,0,0
UT,JOHN HANCOCK CHARTER SCHOOL,4900014,2013,Students reported to have been harassed or bullied on basis of disability,,0,,0,0,0,0,0,0,0,0,0,0
UT,JOHN HANCOCK CHARTER SCHOOL,4900014,2013,Total enrollment,,0,,4,4,7,2,163,7,187,29,7,0
UT,PACIFIC HERITAGE ACADEMY,4900159,2013,Allegations - basis of disability,0,,,,,,,,,,,,
UT,PACIFIC HERITAGE ACADEMY,4900159,2013,Disciplined for harassment or bullying on basis of disability,,0,,0,0,0,0,0,0,0,0,0,0
UT,PACIFIC HERITAGE ACADEMY,4900159,2013,Students reported to have been harassed or bullied on basis of disability,,0,,0,0,0,0,0,0,0,0,0,0
UT,PACIFIC HERITAGE ACADEMY,4900159,2013,Total enrollment,,2,,13,76,112,4,169,13,389,47,0,46
UT,GARFIELD DISTRICT,4900300,2013,Allegations - basis of disability,0,,,,,,,,,,,,
UT,GARFIELD DISTRICT,4900300,2013,Disciplined for harassment or bullying on basis of disability,,0,,0,0,0,0,0,0,0,0,0,0
UT,GARFIELD DISTRICT,4900300,2013,Students reported to have been harassed or bullied on basis of disability,,0,,0,0,0,0,0,0,0,0,0,0
UT,GARFIELD DISTRICT,4900300,2013,Total enrollment,,25,,4,4,48,2,915,2,1000,120,0,31
UT,UTAH CAREER PATH HIGH SCHOOL,4900171,2013,Allegations - basis of disability,0,,,,,,,,,,,,
UT,UTAH CAREER PATH HIGH SCHOOL,4900171,2013,Disciplined for harassment or bullying on basis of disability,,0,,0,0,0,0,0,0,0,0,0,0
UT,UTAH CAREER PATH HIGH SCHOOL,4900171,2013,Students reported to have been harassed or bullied on basis of disability,,0,,0,0,0,0,0,0,0,0,0,0
UT,UTAH CAREER PATH HIGH SCHOOL,4900171,2013,Total enrollment,,4,,0,0,19,4,139,7,173,35,0,0
UT,GRANITE DISTRICT,4900360,2013,Allegations - basis of disability,164,,,,,,,,,,,,
UT,GRANITE DISTRICT,4900360,2013,Disciplined for harassment or bullying on basis of disability,,0,,0,4,56,16,103,2,181,24,0,23
UT,GRANITE DISTRICT,4900360,2013,Students reported to have been harassed or bullied on basis of disability,,0,,6,2,61,8,111,0,188,77,8,23
UT,GRANITE DISTRICT,4900360,2013,Total enrollment,,1075,,3043,2595,22189,2183,38491,669,70245,8888,368,10805
UT,AMERICAN LEADERSHIP ACADEMY,4900033,2013,Allegations - basis of disability,0,,,,,,,,,,,,
UT,AMERICAN LEADERSHIP ACADEMY,4900033,2013,Disciplined for harassment or bullying on basis of disability,,0,,0,0,0,0,0,0,0,0,0,0
UT,AMERICAN LEADERSHIP ACADEMY,4900033,2013,Students reported to have been harassed or bullied on basis of disability,,0,,0,0,0,0,0,0,0,0,0,0
UT,AMERICAN LEADERSHIP ACADEMY,4900033,2013,Total enrollment,,4,,13,10,346,22,1261,34,1690,278,0,115
UT,SOUTH SANPETE DISTRICT,4900960,2013,Allegations - basis of disability,1,,,,,,,,,,,,
UT,SOUTH SANPETE DISTRICT,4900960,2013,Disciplined for harassment or bullying on basis of disability,,0,,0,0,0,0,2,0,2,0,0,0
UT,SOUTH SANPETE DISTRICT,4900960,2013,Students reported to have been harassed or bullied on basis of disability,,0,,0,0,0,0,2,0,2,2,0,0
UT,SOUTH SANPETE DISTRICT,4900960,2013,Total enrollment,,22,,8,25,365,28,2840,37,3325,537,18,127
UT,WASATCH PEAK ACADEMY,4900024,2013,Allegations - basis of disability,0,,,,,,,,,,,,
UT,WASATCH PEAK ACADEMY,4900024,2013,Disciplined for harassment or bullying on basis of disability,,0,,0,0,0,0,0,0,0,0,0,0
UT,WASATCH PEAK ACADEMY,4900024,2013,Students reported to have been harassed or bullied on basis of disability,,0,,0,0,0,0,0,0,0,0,0,0
UT,WASATCH PEAK ACADEMY,4900024,2013,Total enrollment,,2,,2,10,43,4,343,10,414,56,0,10
UT,DUCHESNE DISTRICT,4900240,2013,Allegations - basis of disability,0,,,,,,,,,,,,
UT,DUCHESNE DISTRICT,4900240,2013,Disciplined for harassment or bullying on basis of disability,,0,,0,0,0,0,0,0,0,0,0,0
UT,DUCHESNE DISTRICT,4900240,2013,Students reported to have been harassed or bullied on basis of disability,,0,,0,0,0,0,0,0,0,0,0,0
UT,DUCHESNE DISTRICT,4900240,2013,Total enrollment,,216,,12,23,375,31,4370,91,5118,863,16,105
UT,MURRAY DISTRICT,4900600,2013,Allegations - basis of disability,0,,,,,,,,,,,,
UT,MURRAY DISTRICT,4900600,2013,Disciplined for harassment or bullying on basis of disability,,0,,0,0,0,0,0,0,0,0,0,0
UT,MURRAY DISTRICT,4900600,2013,Students reported to have been harassed or bullied on basis of disability,,0,,0,0,0,0,0,0,0,0,0,0
UT,MURRAY DISTRICT,4900600,2013,Total enrollment,,44,,104,75,979,164,4929,198,6493,786,6,260
UT,ENTHEOS ACADEMY,4900041,2013,Allegations - basis of disability,0,,,,,,,,,,,,
UT,ENTHEOS ACADEMY,4900041,2013,Disciplined for harassment or bullying on basis of disability,,0,,0,0,0,0,0,0,0,0,0,0
UT,ENTHEOS ACADEMY,4900041,2013,Students reported to have been harassed or bullied on basis of disability,,0,,0,0,0,0,0,0,0,0,0,0
UT,ENTHEOS ACADEMY,4900041,2013,Total enrollment,,2,,20,23,263,2,686,44,1040,127,0,80
UT,PROVO DISTRICT,4900810,2013,Allegations - basis of disability,0,,,,,,,,,,,,
UT,PROVO DISTRICT,4900810,2013,Disciplined for harassment or bullying on basis of disability,,0,,0,0,0,0,0,0,0,0,0,0
UT,PROVO DISTRICT,4900810,2013,Students reported to have been harassed or bullied on basis of disability,,0,,0,0,0,0,0,0,0,0,0,0
UT,PROVO DISTRICT,4900810,2013,Total enrollment,,148,,367,405,4053,139,10023,264,15399,2360,0,1457
UT,NOAH WEBSTER ACADEMY,4900048,2013,Allegations - basis of disability,0,,,,,,,,,,,,
UT,NOAH WEBSTER ACADEMY,4900048,2013,Disciplined for harassment or bullying on basis of disability,,0,,0,0,0,0,0,0,0,0,0,0
UT,NOAH WEBSTER ACADEMY,4900048,2013,Students reported to have been harassed or bullied on basis of disability,,0,,0,0,0,0,0,0,0,0,0,0
UT,NOAH WEBSTER ACADEMY,4900048,2013,Total enrollment,,5,,25,16,97,7,385,2,537,50,2,34
UT,RICH DISTRICT,4900840,2009,Allegations - basis of disability,0,,,,,,,,,,,,
UT,RICH DISTRICT,4900840,2009,Disciplined for harassment or bullying on basis of disability,,0,0,,,0,0,0,,0,0,0,0
UT,RICH DISTRICT,4900840,2009,Students reported to have been harassed or bullied on basis of disability,,0,0,,,0,0,0,,0,0,0,0
UT,RICH DISTRICT,4900840,2009,Total enrollment,,5,0,,,15,0,435,,455,45,0,15
UT,SALT LAKE DISTRICT,4900870,2009,Allegations - basis of disability,0,,,,,,,,,,,,
UT,SALT LAKE DISTRICT,4900870,2009,Disciplined for harassment or bullying on basis of disability,,0,0,,,0,0,0,,0,0,0,0
UT,SALT LAKE DISTRICT,4900870,2009,Students reported to have been harassed or bullied on basis of disability,,0,0,,,0,0,0,,0,0,0,0
UT,SALT LAKE DISTRICT,4900870,2009,Total enrollment,,445,2210,,,10300,1185,10600,,24740,2875,55,7475
UT,SAN JUAN DISTRICT,4900900,2009,Allegations - basis of disability,2,,,,,,,,,,,,
UT,SAN JUAN DISTRICT,4900900,2009,Disciplined for harassment or bullying on basis of disability,,15,0,,,0,0,5,,20,0,0,0
UT,SAN JUAN DISTRICT,4900900,2009,Students reported to have been harassed or bullied on basis of disability,,0,0,,,0,0,0,,0,0,0,0
UT,SAN JUAN DISTRICT,4900900,2009,Total enrollment,,1565,10,,,90,10,1305,,2980,310,10,550
UT,SEVIER DISTRICT,4900930,2009,Allegations - basis of disability,8,,,,,,,,,,,,
UT,SEVIER DISTRICT,4900930,2009,Disciplined for harassment or bullying on basis of disability,,0,0,,,5,0,5,,10,5,0,0
UT,SEVIER DISTRICT,4900930,2009,Students reported to have been harassed or bullied on basis of disability,,0,0,,,0,0,10,,10,5,0,0
UT,SEVIER DISTRICT,4900930,2009,Total enrollment,,175,35,,,225,20,4275,,4725,700,10,85
UT,SOUTH SANPETE DISTRICT,4900960,2009,Allegations - basis of disability,2,,,,,,,,,,,,
UT,SOUTH SANPETE DISTRICT,4900960,2009,Disciplined for harassment or bullying on basis of disability,,0,0,,,0,0,0,,0,0,0,0
UT,SOUTH SANPETE DISTRICT,4900960,2009,Students reported to have been harassed or bullied on basis of disability,,0,0,,,0,0,0,,0,0,0,0
UT,SOUTH SANPETE DISTRICT,4900960,2009,Total enrollment,,25,35,,,300,25,2615,,3005,435,15,270
UT,TOOELE DISTRICT,4901050,2009,Allegations - basis of disability,5,,,,,,,,,,,,
UT,TOOELE DISTRICT,4901050,2009,Disciplined for harassment or bullying on basis of disability,,0,0,,,0,0,5,,5,0,0,0
UT,TOOELE DISTRICT,4901050,2009,Students reported to have been harassed or bullied on basis of disability,,0,0,,,0,0,5,,5,5,0,0
UT,TOOELE DISTRICT,4901050,2009,Total enrollment,,190,230,,,1500,180,11360,,13460,1590,140,705
UT,UINTAH DISTRICT,4901080,2009,Allegations - basis of disability,0,,,,,,,,,,,,
UT,UINTAH DISTRICT,4901080,2009,Disciplined for harassment or bullying on basis of disability,,5,0,,,5,0,35,,40,5,0,0
UT,UINTAH DISTRICT,4901080,2009,Students reported to have been harassed or bullied on basis of disability,,0,0,,,0,0,45,,45,5,0,0
UT,UINTAH DISTRICT,4901080,2009,Total enrollment,,520,60,,,355,35,5215,,6185,690,40,170
UT,WASATCH DISTRICT,4901110,2009,Allegations - basis of disability,0,,,,,,,,,,,,
UT,WASATCH DISTRICT,4901110,2009,Disciplined for harassment or bullying on basis of disability,,0,0,,,0,0,0,,0,0,0,0
UT,WASATCH DISTRICT,4901110,2009,Students reported to have been harassed or bullied on basis of disability,,0,0,,,0,0,0,,0,0,0,0
